FeatureID,mzmed,rtmed,Polarity,L1_mean,L2_mean,L3_mean,L4_mean,L5_mean,L6_mean,L7_mean,L8_mean,L9_mean,NL1_mean,NL10_mean,NL11_mean,NL2_mean,NL3_mean,NL4_mean,NL5_mean,NL6_mean,NL7_mean,NL8_mean,NL9_mean
3481,563.592321,20.16,Negative,6185,6407,8175,8084,4277,0,4694,0,0,6075,4085,0,7409,6953,5488,4019,0,6110,0,4951
3483,564.111669,0.8,Negative,0,0,0,0,0,0,0,46619,0,0,0,0,0,0,0,32911,0,43274,0,0
3484,564.23681,0.72,Negative,0,0,0,6537,19177,0,0,8257,20802,0,7536,11887,0,0,0,12695,6303,9057,0,9996
3485,564.279246,20.03,Negative,0,0,0,0,0,0,0,10662,0,0,0,0,0,0,0,0,0,0,11224,0
3487,564.343274,3.92,Negative,33975,38169,32798,32864,36865,34434,33201,38868,39382,33731,36225,31011,42053,35178,36714,37850,33343,38975,36825,33535
3488,564.343354,7.0,Negative,101609,78520,73544,75436,89253,84211,75903,97116,109872,73261,79636,64806,111289,71590,79609,76238,74938,85494,76552,76213
3490,564.372078,20.16,Negative,0,0,0,5908,3630,5283,4676,4842,6532,6899,5655,3549,0,0,6629,3382,5373,4270,0,0
3492,564.416571,20.05,Negative,9201,8746,0,0,0,8470,8147,10302,6910,0,7976,9884,10637,8468,8596,0,9677,8588,0,7659
3494,564.535203,10.77,Negative,0,0,175541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3496,565.108223,0.8,Negative,14248,30051,23621,51177,7952,38155,33502,34181,12902,13435,19418,24443,14378,18504,21987,24360,18422,32097,30982,20460
3497,565.205176,19.95,Negative,9487,8261,12019,0,9299,9474,6865,9181,0,7599,0,6354,8441,11285,0,0,0,10731,9093,0
3498,565.250013,0.83,Negative,552229,311765,350657,147494,591042,210594,246031,199088,0,387917,309728,391500,367661,220556,250470,416130,226258,238981,429604,375941
3503,565.346883,3.92,Negative,13737,15114,13094,13774,14700,14136,13289,15652,15621,13285,0,12657,16712,14235,14735,0,13139,15649,15015,14052
3506,565.376777,20.58,Negative,87727,86283,86272,83089,76896,80024,73600,78367,75101,82371,75879,79336,83562,84450,81636,81125,82138,79297,76335,76048
3508,565.377432,9.05,Negative,545607,673190,0,574148,584416,0,0,0,0,844705,1194705,0,0,1006023,540257,0,941847,595619,0,1977364
3519,565.377559,9.62,Negative,730790,907716,1167682,732782,761000,706457,608967,602271,693536,662143,689832,571074,2082306,711105,623073,649535,763877,689495,607194,0
3509,565.377754,17.99,Negative,111580,117737,62600,0,61066,0,0,0,0,0,0,0,0,0,67149,0,0,0,0,60349
3507,565.377776,10.69,Negative,1637795,1747443,1828611,1429602,1644836,1789163,1867697,1265849,1987192,1202799,1613141,1794298,0,1013044,1550472,1307986,1793483,1904129,1967230,1448000
3510,565.377887,16.22,Negative,369884,4432439,2165464,0,4293306,0,0,0,0,0,0,0,0,0,1912255,0,0,0,0,1302003
3521,566.109624,0.8,Negative,0,4938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3522,566.252141,0.84,Negative,0,0,0,0,230072,84081,0,133846,0,0,0,0,0,0,0,0,0,93415,0,0
3525,566.348875,3.92,Negative,0,0,0,0,0,0,0,0,0,0,3604,0,0,0,0,3805,0,0,0,0
3526,566.352245,2.07,Negative,15783,3930,15290,8398,11723,6546,5479,12887,20918,0,0,0,3950,0,4364,5151,0,0,5340,4022
3537,566.378467,5.2,Negative,0,25990,0,0,0,23969,21877,0,0,18933,38447,0,0,24132,30138,33581,20338,29172,17330,19330
3533,566.378503,6.98,Negative,0,71813,0,57001,206108,58657,61131,63819,209764,72737,73883,0,0,56208,58506,252572,75046,56949,59487,72104
3539,566.378731,6.18,Negative,0,104350,0,0,0,0,27769,0,0,34128,42750,0,0,31499,36561,0,57453,32450,42636,31468
3529,566.378863,18.0,Negative,0,0,28258,33512,29502,30754,27179,31414,27220,33983,38279,0,31093,36067,30954,26121,29597,28805,28247,32360
3528,566.378947,20.58,Negative,40382,40241,39394,37765,35907,36038,33577,34970,34463,37811,35028,34368,38131,38717,37605,36996,37810,37023,34820,35469
3538,566.37925,16.28,Negative,0,2056457,978906,336040,1991087,834116,1774896,218763,718222,857607,816490,0,898080,789452,898193,780720,739747,860766,774064,599498
3530,566.379291,9.61,Negative,326767,701523,1199313,330546,340711,301410,271135,269586,296558,305368,0,256214,311504,0,279247,278290,354219,311515,1275583,275696
3532,566.379306,8.18,Negative,0,252420,235123,388629,205288,371010,182590,160837,180531,334757,389395,0,357983,0,305041,305796,440103,306169,166974,284373
3535,566.379307,12.76,Negative,0,0,245391,314685,0,229636,0,144479,161523,207522,173507,0,271473,314474,183735,284663,161922,185448,0,168074
3536,566.379342,13.6,Negative,0,0,323657,160085,0,0,0,143324,162618,170137,131722,0,342247,275629,325674,164546,141932,298439,1227539,135591
3531,566.379493,10.7,Negative,745202,938576,818120,591927,736596,787295,832441,868735,889647,480802,648526,802303,911386,465440,0,586943,841225,885046,0,712986
3545,566.550888,12.67,Negative,11548,22458,13749,21295,9384,12926,12648,14553,14913,12364,11210,10897,11979,11481,17889,10919,10869,17327,11788,11770
3547,567.101169,18.22,Negative,17057,16909,17363,17779,17147,16038,15688,14518,14325,16253,14480,15487,16094,16981,17345,16361,17371,15890,15716,16098
3550,567.250496,0.83,Negative,87949,59386,63124,26849,121466,37370,43776,37258,138395,70765,54053,72020,68022,44818,47317,71973,43583,41834,77934,64296
3551,567.263917,20.0,Negative,12455,15274,11518,14651,15446,15025,15780,13757,14650,11635,12969,12328,12709,13965,12758,13598,11895,14755,15012,11726
3554,567.376764,20.14,Negative,282837,288076,283678,277726,269403,277231,256448,255492,256532,290320,250628,258590,282574,284010,282730,274664,275229,272221,258301,259167
3555,567.376893,20.58,Negative,21281,21222,21572,20496,18924,19291,19280,19003,19171,20737,18807,20243,20052,20534,19915,20595,19746,19366,18597,18526
3558,567.377035,8.2,Negative,174400,0,0,198235,182480,0,87823,87687,90826,157528,177962,0,173392,0,156667,160666,0,150024,161306,161936
3556,567.377128,6.98,Negative,28839,0,0,26471,31772,0,0,99397,0,0,39218,0,29363,29395,33262,0,38371,103618,40844,26822
3559,567.377171,17.99,Negative,25883,0,0,18419,14920,0,0,15356,0,0,15193,0,18631,17671,0,0,19163,0,0,14892
3557,567.377287,9.05,Negative,124369,0,0,120620,123898,0,0,101965,0,257543,262998,0,0,232747,115107,113249,308402,127915,0,432256
3564,567.377486,9.62,Negative,159040,196477,0,159612,160081,148172,130937,130260,143820,143038,0,123370,452363,0,385908,134546,0,148313,125174,0
3560,567.377622,16.31,Negative,215988,0,0,130314,814357,0,0,348407,0,417683,367284,0,430573,368377,448847,0,379879,418277,0,412692
3563,567.377825,10.69,Negative,388737,453891,384558,274871,374511,286852,372325,419473,280152,259447,310463,380524,0,214819,244244,268899,378999,432536,312415,0
3565,567.509155,9.09,Negative,3629,9188,5164,14128,0,5113,4961,8861,7945,0,0,3461,0,3812,3701,4518,0,5630,4912,4394
3567,567.553817,12.67,Negative,5216,10793,6396,9777,4654,5863,5898,6937,7388,5836,5356,5370,5592,5393,8139,5050,5265,8064,6199,5433
3570,568.252004,0.87,Negative,13601,0,11494,5268,21216,0,0,0,15320,0,0,12665,0,0,0,0,0,0,0,0
3571,568.342836,1.99,Negative,6344,7169,7515,0,5180,6751,7214,6935,6117,7049,6131,3938,6613,6537,6977,6664,5840,5672,0,7892
3573,568.360459,2.35,Negative,9038,9333,16612,10825,10852,9485,8915,13593,39427,0,0,0,0,0,0,0,0,0,8968,0
3572,568.361022,3.13,Negative,15489,0,16619,10452,0,10771,8137,0,0,0,0,0,0,0,0,11966,0,0,0,0
3577,568.378032,10.69,Negative,101334,105744,112022,79660,110419,103723,132407,108117,134568,97235,91759,105623,0,63561,74413,93325,163205,120711,0,0
3579,568.493509,8.52,Negative,12858,13014,27218,0,14823,8297,16220,14312,14479,0,0,0,4442,0,3460,0,0,0,0,0
3578,568.494731,9.09,Negative,25005,28286,59318,29336,29222,16944,34230,30419,31645,0,3680,6738,11083,0,9822,5515,0,0,7126,0
3581,568.937466,18.24,Negative,0,12835,13849,13777,14387,14365,11767,11445,11981,7204,11183,0,0,14569,0,14708,14252,13784,13068,12637
3585,569.229118,20.01,Negative,13985,15447,11711,15342,12590,11598,12787,14023,13040,13665,0,11295,14700,4287,12424,13090,10856,14487,10138,0
3587,569.331602,0.72,Negative,4981,4535,0,0,4094,0,3655,0,0,2985,0,4394,15448,0,9397,2791,3930,0,0,2407
3588,569.355718,10.11,Negative,12712,12876,11182,10058,8522,11099,12854,9846,15173,9048,20634,9845,10514,12220,13975,7873,10175,13825,12366,8400
3591,569.496683,9.09,Negative,14257,18755,23134,0,11348,0,0,0,12357,0,0,0,0,0,0,0,0,3131,0,0
3592,569.540459,5.18,Negative,0,0,0,21440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3593,570.099354,18.22,Negative,3052,3780,0,0,2954,0,0,0,0,2777,0,2997,0,3765,3212,3409,3478,0,3031,3256
3594,570.314765,2.01,Negative,22390,24884,28539,25408,24026,23249,24705,25264,27229,24214,18694,19042,26253,26802,27887,23313,19759,20502,18550,23773
3595,570.35711,10.11,Negative,7198,7733,6208,0,3511,4812,7012,5195,6905,4545,8283,4130,5087,6536,7129,3409,6727,7336,5051,5690
3596,570.389618,2.05,Negative,30736,37093,33832,31353,26714,28595,29309,33343,33681,30155,27524,28419,32918,33980,39743,33844,27438,34044,29841,30946
3597,570.464789,8.72,Negative,33133,31520,0,25684,40788,18467,41319,30241,39623,17981,10752,27297,0,8956,32343,12125,15393,37870,7752,17163
3598,570.487065,9.1,Negative,3928,7339,6472,11321,0,4035,5628,6881,6282,0,0,0,0,3969,3374,3676,0,4813,4483,0
3599,571.111419,19.97,Negative,6500,6835,6234,6293,5884,6538,6398,6014,5738,6842,5312,7013,6768,6395,6592,6528,7241,6740,5845,5879
3600,571.11324,3.67,Negative,6796,7708,9072,10329,6333,6634,8804,6524,9927,5828,6173,7670,7260,7034,7955,9407,6939,9088,8370,8079
3603,571.313699,5.18,Negative,7010,10171,9219,13941,5289,9557,8976,10286,7923,6972,0,9802,5879,7477,7732,11803,0,10453,10446,7772
3606,571.381378,5.46,Negative,25011,35374,29617,39701,24585,32101,30039,32817,27151,25760,24797,25457,27832,26035,26692,26793,39770,33263,33781,24011
3609,571.46853,8.72,Negative,13240,0,0,20462,32558,10236,31567,13006,24373,8309,8436,12072,0,4820,17620,5812,7877,16636,0,8358
