FeatureID,mzmed,rtmed,Polarity,L1_mean,L2_mean,L3_mean,L4_mean,L5_mean,L6_mean,L7_mean,L8_mean,L9_mean,NL1_mean,NL10_mean,NL11_mean,NL2_mean,NL3_mean,NL4_mean,NL5_mean,NL6_mean,NL7_mean,NL8_mean,NL9_mean
1729,913.152467,3.49,Negative,0,0,14499,0,0,17280,44872,55790,19686,0,0,27320,17844,0,0,0,0,0,0,34898
1730,913.880557,5.4,Negative,3832,3791,4257,3878,4054,4658,4484,4643,4634,3873,3989,3653,0,3318,3070,0,3329,0,3661,3723
1731,918.158384,1.7,Negative,0,6896,5987,6289,6163,6774,8391,12361,4274,6110,9584,6957,12108,3698,0,0,0,0,0,8573
1732,920.050532,5.75,Negative,38245,38573,39813,39286,46298,36274,42617,38803,36112,40120,46397,41141,36186,35410,42218,46395,46674,35974,44739,33469
1733,920.552065,5.75,Negative,19934,20226,21218,20011,23519,19410,22475,19895,20237,20229,23995,21320,17608,19194,22158,22984,23521,18669,23587,17481
1734,921.039615,5.75,Negative,28473,29709,32639,29226,33635,32382,31221,31962,34302,29382,33241,30721,31449,30089,30219,35748,34573,28644,37243,26528
1735,921.552864,5.75,Negative,3576,0,4319,3775,4522,0,4379,3913,3495,3458,4548,3681,3715,3598,3781,5060,3916,3570,0,3606
1736,922.041497,5.75,Negative,8143,0,9740,8688,10349,0,0,10737,10749,8944,10341,8653,0,8426,8327,9941,8122,0,9862,8176
1738,923.210886,7.49,Negative,8587,16273,18106,15433,13484,11381,9276,10091,17036,5363,17711,16250,19241,15622,6936,8835,2827,0,11091,17270
1739,923.249286,20.85,Negative,0,2118,0,0,0,0,0,10341,0,4352,0,0,2060,4228,11595,0,0,0,14189,11812
1740,923.249865,21.33,Negative,0,8524,0,6682,0,0,0,8558,0,4587,0,0,5622,12631,7943,0,0,5783,7607,0
1743,924.207321,7.51,Negative,7686,0,18785,14188,0,10860,8604,10533,18353,0,17748,15646,17549,7926,0,17426,5053,0,8493,5307
1746,926.09652,8.26,Negative,27159,0,41404,0,0,0,33482,25857,0,0,30311,0,23676,17929,0,17787,0,15948,35352,0
1749,930.171285,6.09,Negative,0,0,10832,0,0,7777,4768,8155,0,0,8687,0,10734,7988,10297,11065,7808,0,0,0
1751,932.031319,5.75,Negative,21315,20769,20530,20539,24880,17851,21422,19132,19036,21626,23689,22941,17834,18138,23519,23988,24827,20236,23028,17477
1753,932.532831,5.75,Negative,11176,10647,10301,10821,12791,10186,11283,0,9670,11124,12935,11618,10285,10159,12106,12090,12711,10775,12223,9806
1755,933.032817,5.75,Negative,0,0,6437,6880,7393,5458,6830,0,6100,6508,0,6146,5374,0,0,6116,0,6337,6588,5983
1756,933.136224,3.5,Negative,28997,38992,32286,0,0,0,0,0,0,37444,0,0,0,13390,0,0,0,0,0,0
1757,934.137693,3.5,Negative,10784,14552,12488,0,0,13388,0,0,0,0,14804,14824,0,0,0,0,3001,0,0,0
1758,935.133985,3.49,Negative,10896,16152,0,17174,18817,0,0,0,0,15707,17720,0,0,0,0,0,0,0,0,0
1759,935.905933,8.24,Negative,53333,39613,26084,44446,54091,22501,35264,33695,49201,46490,43671,63545,24957,30304,55331,39020,44651,55346,34249,41953
1761,936.906987,8.26,Negative,15807,13403,0,13647,13476,0,0,0,14705,14125,12554,14541,0,7718,16173,10621,12551,16619,0,12755
